CMS Certification Number (CCN),Provider Name,Phone,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,address,match,lat,lon
47011,MERCY HOME HEALTH,4794845511,Yes,Yes,No,Yes,No,Yes,"7301 EAST 2ND STREET, SCOTTSDALE, AZ, 85251",True,33.49133,-111.92435
47016,BAXTER COUNTY HOME HEALTH,8704357500,Yes,Yes,Yes,Yes,Yes,Yes,"222 WEST WASHINGTON STREET, CAMDEN, AR, 71701",True,33.58536,-92.8317
47020,NORTHWEST HOME HEALTH,4797511601,Yes,Yes,Yes,Yes,Yes,Yes,"8929 SOUTH SEPULVEDA STE 306, LOS ANGELES, CA, 90045",True,33.955097,-118.396286
47021,SOUTH ARKANSAS HOME HEALTH,8708632250,Yes,Yes,Yes,Yes,No,Yes,"1344 SILAS DEANE HIGHWAY SUITE 512, ROCKY HILL, CT, 6067",True,41.683155,-72.654335
47024,SPRING RIVER HOME HEALTH AGENCY,8708952627,Yes,Yes,Yes,Yes,No,Yes,"5171 CUB LAKE ROAD, SHOW LOW, AZ, 85901",True,34.201843,-110.0198
47025,DOCTORS HOME CARE,8708361301,Yes,Yes,Yes,Yes,Yes,Yes,"1509 EAST MAIN SUITE 6, RUSSELLVILLE, AR, 72801",True,35.278374,-93.11532
47028,ELITE HOME HEALTH,5012233333,Yes,Yes,Yes,Yes,Yes,Yes,"9161 SIERRA AVENUE, FONTANA, CA, 92335",True,34.087288,-117.435715
47029,KINDRED AT HOME 1,5012238310,Yes,Yes,Yes,Yes,Yes,Yes,"104 SOUTH TURNPIKE ROAD, WALLINGFORD, CT, 6492",True,41.45001,-72.843216
47030,AREA AGENCY ON AGING OF SE AR INC,8705436300,Yes,Yes,No,No,No,Yes,"2971 WILLOW CREEK ROAD, PRESCOTT, AZ, 86301",True,34.59373,-112.46931
47031,PIGGOTT COMMUNITY HOSPITAL HOME HEALTH,8705983133,Yes,Yes,Yes,Yes,Yes,Yes,"925 N WASHINGTON STREET, FORREST CITY, AR, 72335",False,,
47032,TRINITY RIVER VALLEY HOME HEALTH,4799684544,Yes,Yes,Yes,Yes,Yes,Yes,"1061 W AVENUE M-14, PALMDALE, CA, 93551",True,34.633045,-118.14944
47033,ST BERNARDS HOME CARE,8709728816,Yes,Yes,Yes,Yes,Yes,Yes,"30 STANFORD DRIVE, FARMINGTON, CT, 6032",True,41.71095,-72.8125
47034,"AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC.",4797835550,Yes,Yes,Yes,Yes,Yes,Yes,"5255 EAST WILLIAMS CIRCLE, TUCSON, AZ, 85711",True,32.22052,-110.88045
47035,UNITY HEALTH HOMECARE,5012792777,Yes,Yes,Yes,Yes,Yes,Yes,"73 PARKER PLAZA, WALDRON, AR, 72958",True,34.890423,-94.197945
47038,KINDRED AT HOME 1,4794520424,Yes,Yes,Yes,Yes,No,Yes,"10100 TRINITY PARKWAY, STOCKTON, CA, 95219",True,38.04658,-121.37137
47043,SALINE MEMORIAL HOME HEALTH,5013150136,Yes,Yes,Yes,Yes,Yes,Yes,"136 BERLIN ROAD, CROMWELL, CT, 6416",True,41.606216,-72.71004
47044,EXTENDED FAMILY ENTERPRISES,8709327463,Yes,Yes,No,Yes,No,Yes,"16620 NORTH 40TH STREET, PHOENIX, AZ, 85032",True,33.63731,-111.99615
47046,ELITE HOME HEALTH,8702973738,Yes,Yes,Yes,Yes,Yes,Yes,"14 ARNOLD SPRINGS ROAD, MELBOURNE, AR, 72556",True,36.058956,-91.89767
47048,CROSSRIDGE COMM HOSPITAL HOME HEALTH,8702081140,Yes,Yes,Yes,Yes,No,Yes,"550 NORTH EUCLID AVENUE, UPLAND, CA, 91786",True,34.10033,-117.65102
47052,UNITY HEALTH HOMECARE,8705230390,Yes,Yes,Yes,No,No,Yes,"203 SOUTH CANDY LANE, COTTONWOOD, AZ, 86326",True,34.738476,-112.0311
47056,AMEDISYS HOME HEALTH,8706424214,Yes,Yes,Yes,Yes,No,Yes,"10800 FINANCIAL CENTRE PARKWAY, LITTLE ROCK, AR, 72211",True,34.74857,-92.39434
47057,AMEDISYS HOME HEALTH OF SEARCY,5012682292,Yes,Yes,Yes,Yes,Yes,Yes,"1501 SOUTH YALE STREET, FLAGSTAFF, AZ, 86001",True,35.186947,-111.66348
47070,INTREPID USA HEALTHCARE SERVICES,5012270689,Yes,Yes,Yes,Yes,Yes,Yes,"75 GREAT POND RD, SIMSBURY, CT, 6070",True,41.885624,-72.82554
47080,AMEDISYS HOME HEALTH,8707931483,Yes,Yes,Yes,Yes,No,Yes,"16661 VENTURA BLVD STE 503, ENCINO, CA, 91436",True,34.158207,-118.49654
47081,MAGNOLIA HOSPITAL HOME HEALTH AGENCY,8702353598,Yes,Yes,Yes,No,No,Yes,"267 FINCH AVE, MERIDEN, CT, 6450",False,,
47082,DREW MEMORIAL HOSPITAL HOME HEALTH AGENCY,8703671154,Yes,Yes,Yes,Yes,No,Yes,"5 LOWER RAGSDALE DRIVE, MONTEREY, CA, 93942",True,36.577423,-121.81946
47083,CONWAY REGIONAL HOMECARE SVCS,5013299377,Yes,Yes,Yes,Yes,Yes,Yes,"2233 HUNTINGTON DRIVE SUITE 3, SAN MARINO, CA, 91108",True,34.121998,-118.106255
47087,HOME HEALTH AGENCY OF  N AR REGIONAL MED CENTER,8704144100,Yes,Yes,Yes,Yes,Yes,Yes,"56 QUARRY ROAD, TRUMBULL, CT, 6611",True,41.227463,-73.18153
47088,INTREPID USA HEALTHCARE SERVICES,8707315441,Yes,Yes,Yes,Yes,No,Yes,"2202 STOCKTON HILL ROAD, KINGMAN, AZ, 86401",True,35.206783,-114.03439
47090,BAPTIST HEALTH HOME HEALTH-LR,5012027480,Yes,Yes,Yes,Yes,Yes,Yes,"2800 LEAVENWORTH STREET, SAN FRANCISCO, CA, 94133",True,37.806942,-122.418915
47093,JEFFERSON HOMECARE,8705343420,Yes,Yes,Yes,Yes,Yes,Yes,"948 NORTH FAIRFAX AVE, LOS ANGELES, CA, 90046",True,34.087955,-118.361336
47096,JOHN ED CHAMBERS MEMORIAL INC HHA,4794956262,Yes,Yes,Yes,Yes,Yes,Yes,"8 OLD MILL LANE, SIMBURY, CT, 6070",True,41.87204,-72.8103
47097,BAPTIST HEALTH HOME HEALTH - HEBER SPRINGS,5012060025,Yes,Yes,Yes,Yes,Yes,Yes,"1795 CIVIC CENTER BOULEVARD, LAKE HAVASU CITY, AZ, 86403",True,34.4778,-114.33737
47099,CHI ST VINCENT HEALTH AT HOME,5013546262,Yes,Yes,Yes,Yes,Yes,Yes,"5099 COMMERCIAL CIRCLE, CONCORD, CA, 94520",True,38.018806,-122.03183
47102,WASHINGTON REGIONAL HOME HEALTH,4797131840,Yes,Yes,Yes,Yes,Yes,Yes,"11818 SOUTH ST, CERRITOS, CA, 90703",True,33.858456,-118.08139
47104,CHICOT MEMORIAL MEDICAL CENTER HOME HEALTH AGENC,8702655351,Yes,Yes,Yes,Yes,No,Yes,"227 DUNHAM STREET, NORWICH, CT, 6360",True,41.515694,-72.09605
47105,KINDRED AT HOME 1,5015255888,Yes,Yes,Yes,Yes,Yes,Yes,"706 EAST BELL ROAD, PHOENIX, AZ, 85022",True,33.6403,-112.06511
47108,AMEDISYS HOME HEALTH OF MOUNTAIN VIEW,8776832993,Yes,Yes,Yes,Yes,Yes,Yes,"2880 SOQUEL AVENUE, SANTA CRUZ, CA, 95062",True,36.986015,-121.9868
47109,ACMC FAMILY HOME HEALTH,8703645555,Yes,Yes,Yes,Yes,Yes,Yes,"17418 CHATSWORTH STREET SUITE 200, GRANADA HILLS, CA, 91344",True,34.26484,-118.5137
47112,REGIONAL HOME CARE HELENA,8708163500,Yes,Yes,Yes,No,No,No,"60 KATONA DRIVE, FAIRFIELD, CT, 6824",True,41.179424,-73.24761
47114,"JORDAN HEALTH SERVICES, A PART OF THE ELARA CARING",8707720958,Yes,Yes,Yes,Yes,Yes,Yes,"1121 NORTH EL DORADO PLACE, TUCSON, AZ, 85715",True,32.23787,-110.85633
47115,ELITE HOME HEALTH,8708952273,Yes,Yes,Yes,Yes,Yes,Yes,"1317 W FOOTHILL BLVD SUITE 235, UPLAND, CA, 91786",False,,
47116,HOME HEALTH PROFESSIONALS INC,8707621825,Yes,Yes,No,Yes,Yes,Yes,"1601 CARMEN DR STE 202, CAMARILLO, CA, 93010",False,,
47117,"STAT HOME HEALTH - CENARK, LLC",5019826115,Yes,Yes,Yes,No,Yes,No,"705 NEW BRITAIN AVE, HARTFORD, CT, 6106",True,41.733273,-72.70555
47118,APPROVE HOME MEDICAL SERVICES,8008228232,Yes,Yes,Yes,Yes,Yes,Yes,"4996 EAST MEDITERRANEAN DRIVE, SIERRA VISTA, AZ, 85635",True,31.555492,-110.2447
47122,ELITE HOME HEALTH,8707327777,Yes,Yes,Yes,Yes,Yes,Yes,"6235 RIVER CREST DR STE L, RIVERSIDE, CA, 92507",True,33.938934,-117.292305
47127,DELTA MEMORIAL HOSPITAL HHA,8703824045,Yes,Yes,No,No,No,Yes,"12431 LEWIS STREET, GARDEN GROVE, CA, 92840",True,33.782562,-117.89748
47128,ELITE HOME HEALTH,8702610188,Yes,Yes,Yes,No,Yes,Yes,"5 WEST MAIN STREET, HEBRON, CT, 6248",True,41.65803,-72.36706
47133,ELITE HOME HEALTH,4793941812,Yes,Yes,Yes,Yes,Yes,Yes,"1201 EAST THOMAS ROAD, PHOENIX, AZ, 85014",True,33.48021,-112.05626
47134,ELITE HOME HEALTH,4792535554,Yes,Yes,Yes,No,Yes,Yes,"3452 E FOOTHILL BLVD, PASADENA, CA, 91107",True,34.150124,-118.07866
47135,HOME HEALTH PROFESSIONALS & HOSPICE,8709327630,Yes,Yes,Yes,Yes,Yes,Yes,"4450 WESTINGHOUSE STREET, VENTURA, CA, 93003",True,34.258858,-119.23435
47138,ELITE HOME HEALTH,8708458206,Yes,Yes,Yes,Yes,Yes,Yes,"21 HIGH ST, EAST HARTFORD, CT, 6118",True,41.745674,-72.634766
47139,LITTLE RIVER MEMORIAL HOSPITAL HOME HEALTH,8708984120,Yes,Yes,Yes,Yes,No,Yes,"5045 NORTH 12TH STREET, PHOENIX, AZ, 85014",True,33.51003,-112.056244
47140,BRADLEY COUNTY MEDICAL CENTER HOME HEALTH,8702263790,Yes,Yes,Yes,Yes,No,Yes,"681 MAIN STREET, PLACERVILLE, CA, 95667",True,38.73005,-120.79211
47145,ELITE HOME HEALTH,8705206034,Yes,Yes,Yes,Yes,Yes,Yes,"5751 W ADAMS BLVD, LOS ANGELES, CA, 90016",True,34.032455,-118.36897
47147,TRINITY CENTRAL HOME HEALTH,5013210708,Yes,Yes,Yes,Yes,Yes,Yes,"222 MAIN STREET, BRISTOL, CT, 6010",True,41.672714,-72.942726
47148,FIVE RIVERS MEDICAL CENTER HOME HEALTH,8708926070,Yes,Yes,Yes,Yes,No,Yes,"1 WEST WETMORE ROAD, TUCSON, AZ, 85705",True,32.28651,-110.972244
47149,MERCY HOME HEALTH,4799362978,Yes,Yes,Yes,Yes,Yes,Yes,"17682 MITCHELL N SUITE 100, IRVINE, CA, 92614",True,33.69374,-117.85903
47151,ELITE HOME HEALTH,5016270540,Yes,Yes,Yes,Yes,Yes,Yes,"12145 MORA DRIVE, SANTA FE SPRINGS, CA, 90670",True,33.93998,-118.07413
47153,JOHNSON REGIONAL HOMECARE,4797051505,Yes,Yes,Yes,Yes,No,Yes,"708 EAST ROUTE 260, PAYSON, AZ, 85541",False,,
47156,AREA AGENCY ON AGING OF WESTERN ARKANSAS INC,4799636868,Yes,Yes,Yes,Yes,Yes,Yes,"100 ROWLAND WAY, NOVATO, CA, 94945",True,38.097088,-122.55879
47157,"AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC.",4796374795,Yes,Yes,Yes,Yes,Yes,Yes,"2980 NORTH CAMPBELL, TUCSON, AZ, 85719",True,32.26076,-110.94382
47158,"AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC.",4796674870,Yes,Yes,Yes,Yes,Yes,Yes,"2708 HIGHWAY 31 SOUTH, DECATUR, AL, 35603",True,34.55529,-86.97347
47162,VISITING NURSES AGENCY,4793945458,Yes,Yes,No,No,Yes,Yes,"3000 RIVERCHASE GALLERIA, HOOVER, AL, 35244",False,,
47167,OZARK HEALTH HOME CARE,5017457004,Yes,Yes,Yes,Yes,No,Yes,"1390 NORTH MCKENZIE STREET, FOLEY, AL, 36535",True,30.4228,-87.6832
47306,AAA SOUTHEAST AR DREW CO,8703679873,Yes,Yes,No,No,No,Yes,"1142-A MONTLIMAR DRIVE, MOBILE, AL, 36609",True,30.666208,-88.13324
47326,BAPTIST HEALTH HOME HEALTH - ARKADELPHIA,5012451040,Yes,Yes,Yes,Yes,Yes,Yes,"451 ST. LUKE'S DRIVE, MONTGOMERY, AL, 36117",False,,
47338,BAXTER REGIONAL HOME HEALTH MARION COUNTY,8704357500,Yes,Yes,Yes,Yes,Yes,Yes,"250 CHATEAU DRIVE SW, HUNTSVILLE, AL, 35801",True,34.69268,-86.5743
47339,ELITE HOME HEALTH,4794947273,Yes,Yes,Yes,Yes,Yes,Yes,"1204 W MAGNOLIA AVENUE, GENEVA, AL, 36340",False,,
47346,ELITE HOME HEALTH,4797565002,Yes,Yes,Yes,Yes,Yes,Yes,"1310 PULASKI PIKE, HUNTSVILLE, AL, 35816",True,34.737484,-86.60188
47803,KINDRED AT HOME,8702802926,Yes,Yes,No,No,No,Yes,"2204 LAKESHORE DRIVE, HOMEWOOD, AL, 35209",True,33.466846,-86.781845
47818,KINDRED AT HOME,8704124610,Yes,Yes,Yes,No,No,Yes,"1628 NORTH MCKENZIE STREET, FOLEY, AL, 36535",True,30.427008,-87.68319
47823,KINDRED AT HOME,8702361716,Yes,Yes,Yes,Yes,No,Yes,"999 ORONOQUE LANE, STRATFORD, CT, 6614",True,41.248615,-73.1033
47824,KINDRED AT HOME,8707779424,Yes,Yes,No,No,No,No,"6404 WILSHIRE BLVD #550, LOS ANGELES, CA, 90048",True,34.063774,-118.36856
47838,KINDRED AT HOME,8703307796,Yes,Yes,No,No,No,Yes,"14 WESTPORT AVENUE, NORWALK, CT, 6851",True,41.12129,-73.405945
47840,KINDRED AT HOME,8707527218,Yes,Yes,Yes,Yes,No,Yes,"1260 N DUTTON AVE, SANTA ROSA, CA, 95401",True,38.451298,-122.73483
47844,KINDRED AT HOME,8704984357,Yes,Yes,No,No,No,Yes,"2045 40TH AVENUE, CAPITOLA, CA, 95010",True,36.979206,-121.96609
47850,KINDRED AT HOME,4798904834,Yes,Yes,Yes,No,No,Yes,"999 ORONOQUE LANE, STRATFORD, CT, 6614",True,41.248615,-73.1033
47853,KINDRED AT HOME,8702705461,Yes,Yes,Yes,Yes,No,Yes,"3075 NORTH SWAN ROAD, TUCSON, AZ, 85712",True,32.266357,-110.89239
47855,KINDRED AT HOME,4796370914,Yes,Yes,No,No,No,Yes,"1996 EASTMAN AVE STE 101, VENTURA, CA, 93003",True,34.25387,-119.22996
47870,KINDRED AT HOME,8703683472,Yes,Yes,Yes,Yes,No,Yes,"1815 EAST WORKMAN AVE STE D, WEST COVINA, CA, 91791",True,34.075504,-117.907074
47888,KINDRED AT HOME,5012803234,Yes,Yes,Yes,Yes,Yes,Yes,"99 HAWLEY LANE, STRATFORD, CT, 6614",True,41.231396,-73.152306
57002,"CENTRAL COAST VNA & HOSPICE, INC",8313726668,Yes,Yes,Yes,Yes,Yes,Yes,"857 WEST BELL ROAD, NOGALES, AZ, 85621",True,31.362131,-110.94896
57003,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,4157494200,Yes,Yes,Yes,Yes,Yes,Yes,"3699 WILSHIRE BLVD 3RD FLOOR, LOS ANGELES, CA, 90010",True,34.061714,-118.306496
57004,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,9256774240,Yes,Yes,Yes,Yes,Yes,Yes,"4201 WILSHIRE BLVD, LOS ANGELES, CA, 90010",True,34.061733,-118.31915
57007,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,8314796625,Yes,Yes,Yes,Yes,Yes,Yes,"444 FOXON ROAD, EAST HAVEN, CT, 6512",False,,
57008,VNA HOSPICE AND PALLIATIVE CARE OF SOUTHERN CA,9096243574,Yes,Yes,Yes,No,Yes,Yes,"7070 NORTH ORACLE ROAD, TUCSON, AZ, 85704",True,32.335674,-110.97731
57013,VNA CALIFORNIA,9514131200,Yes,Yes,Yes,Yes,Yes,Yes,"4131 GEARY BLVD, SAN FRANCISCO, CA, 94118",True,37.78099,-122.46356
57018,"VNA OF GREATER LOS ANGELES, INC",6265682588,Yes,Yes,Yes,Yes,Yes,Yes,"26635 AGOURA ROAD, CALABASAS, CA, 91302",True,34.141926,-118.70317
57019,MARSHALL HOME CARE,5306262900,Yes,Yes,Yes,Yes,Yes,Yes,"21 GROVE STREET, NEW CANAAN, CT, 6840",True,41.145077,-73.499084
57021,VNA OF ORANGE COUNTY LLC,9492634700,Yes,Yes,Yes,Yes,Yes,Yes,"7500 DREAMY DRAW DRIVE, PHOENIX, AZ, 85020",True,33.545815,-112.042725
57031,SUTTER VISITING NURSE ASSOCIATION,4152097700,Yes,Yes,Yes,Yes,Yes,Yes,"23521 PASEO DE VALENCIA, LAGUNA HILLS, CA, 92653",False,,
57036,KINDRED AT HOME,7075457114,Yes,Yes,Yes,Yes,Yes,Yes,"2140 W. OLYMPIC BLVD, LOS ANGELES, CA, 90006",True,34.052006,-118.2805
57040,LIVINGSTON MEMORIAL VISITING NURSE ASSOCIATION,8056420239,Yes,Yes,Yes,Yes,Yes,Yes,"3107 CLEARWATER DRIVE, PRESCOTT, AZ, 86305",True,34.597042,-112.46587
57053,KAISER FOUNDATION HOSPITAL LOS ANGELES HHA,3237834375,Yes,Yes,Yes,Yes,Yes,Yes,"11265 MT VIEW AVE STE H14, LOMA LINDA, CA, 92354",True,34.049408,-117.24364
57071,KAISER FOUNDATION HOSP HOME HEALTH - SAN FRANCISCO,4158332770,Yes,Yes,Yes,Yes,Yes,Yes,"370 AMA POLA AVENUE SUITE 203, TORRANCE, CA, 90501",True,33.844837,-118.323456
57072,"MEMORIALCARE HOME HEALTH, LLC",9494601500,Yes,Yes,Yes,Yes,Yes,Yes,"2504 EAST RIVER ROAD, TUCSON, AZ, 85718",True,32.286694,-110.93798
57100,LOMA LINDA UNIV MED CTR HHA,9095583096,Yes,Yes,Yes,Yes,Yes,Yes,"6729 NORTH WILLOW AVE SUITE 103, FRESNO, CA, 93710",True,36.83423,-119.72957
57135,SAINT AGNES HOME HEALTH AND HOSPICE,5594505112,Yes,Yes,Yes,Yes,Yes,Yes,"68 LONG COURT STE 2C, THOUSAND OAKS, CA, 91360",True,34.17753,-118.86669
57138,ADVENTIST HEALTH HOME CARE SERVICES,7079675770,Yes,Yes,Yes,Yes,Yes,No,"2020 SILVER CREEK ROAD, BULLHEAD CITY, AZ, 86442",True,35.112522,-114.56745
57143,KINDRED AT HOME,6192999900,Yes,Yes,Yes,Yes,Yes,Yes,"27 WOODLAND ROAD, SAINT HELENA, CA, 94574",True,38.54025,-122.473694
57163,VISITING NURSE AND HOSPICE CARE OF SANTA BARBARA,8059655555,Yes,Yes,Yes,Yes,Yes,Yes,"4959 PALO VERDE STREET SUITE 108C, MONTCLAIR, CA, 91763",True,34.0814,-117.69615
57187,PRESBYTERIAN INTERCOMMUNITY HOSPITAL HOME HEALTH,5629027763,Yes,Yes,Yes,Yes,Yes,Yes,"3085 NORTH WINDSONG DRIVE, PRESCOTT VALLEY, AZ, 86314",True,34.586178,-112.326866
57190,PATHWAYS HOME HEALTH AND HOSPICE,4087305900,Yes,Yes,Yes,Yes,Yes,Yes,"2525 CAMINO DEL RIO S STE 22O, SAN DIEGO, CA, 92108",False,,
57198,INTERIM HEALTHCARE - HOME HEALTH,9164868181,Yes,Yes,Yes,Yes,Yes,Yes,"2934 E GARVEY AVE S, WEST COVINA, CA, 91791",True,34.071476,-117.88301
57200,TAHOE FOREST HHS,5305823244,Yes,Yes,Yes,Yes,Yes,Yes,"15255 NORTH 40TH STREET, PHOENIX, AZ, 85032",True,33.625122,-111.996025
57203,KINDRED AT HOME,8055444402,Yes,Yes,Yes,Yes,Yes,Yes,"512 EAST GUTIERREZ STREET, SANTA BARBARA, CA, 93103",True,34.421345,-119.68834
57205,ST. ELIZABETH COMM HOSP HHA,5302454040,Yes,Yes,No,Yes,Yes,Yes,"32 NORTH 10TH AVENUE, PAGE, AZ, 86040",True,36.923485,-111.455605
57212,ST JOSEPH'S MEDICAL CENTER HOME HEALTH,2094736700,Yes,Yes,Yes,Yes,Yes,Yes,"205 GRACELAND DRIVE, DOTHAN, AL, 36305",False,,
57214,INHOME HEALTHCARE SERVICES,5592480131,Yes,Yes,Yes,Yes,Yes,Yes,"2100 SOUTHBRIDGE PKWY, BIRMINGHAM, AL, 35209",False,,
57219,NORTHBAY HEALTH AT HOME,7076463575,Yes,Yes,Yes,Yes,Yes,Yes,"1988 FAIRVIEW AVENUE, PRATTVILLE, AL, 36066",True,32.483963,-86.41461
57226,BARTON HEALTHCARE SYSTEM HOME HEALTH,5305423171,Yes,Yes,Yes,Yes,Yes,Yes,"11123 CHANTILLY PARKWAY, PIKE ROAD, AL, 36064",False,,
57230,RIDGECREST REGIONAL HOSPITAL HOME HEALTH AGENCY,7604460624,Yes,Yes,Yes,Yes,Yes,Yes,"9037 INDEPENDENCE AVENUE, DAPHNE, AL, 36526",False,,
57234,JOHN C FREMONT H C DIST HHA,2099663800,Yes,Yes,No,Yes,Yes,Yes,"2700 CORPORATE DRIVE, BIRMINGHAM, AL, 35242",True,33.414085,-86.67669
57246,OXFORD HEALTHCARE,5624326441,Yes,Yes,Yes,Yes,Yes,Yes,"10 MOBILE STREET, MOBILE, AL, 36607",True,30.689135,-88.10448
57248,COMMUNITY HOME CARE,5594591615,Yes,Yes,Yes,Yes,Yes,Yes,"1809 N MCKENZIE STREET, FOLEY, AL, 36535",True,30.42827,-87.6832
57252,BUENA VISTA VALLEY PALLIATIVE CARE AND HOME HEALTH,8182213289,Yes,Yes,Yes,Yes,Yes,Yes,"19375 NORTH 3RD STREET, CITRONELLE, AL, 36522",True,31.095701,-88.2381
57255,KAWEAH DELTA HOME HEALTH,5596246400,Yes,Yes,Yes,Yes,Yes,Yes,"20 ALMON DRIVE SUITE C, MOULTON, AL, 35650",False,,
57256,ST JOSEPH HOME CARE - HUMBOLDT COUNTY,7074439332,Yes,Yes,Yes,Yes,Yes,Yes,"6750 W 52ND AVE, ARVADA, CO, 80002",True,39.791122,-105.07978
57258,INTERIM HEALTHCARE,4082925680,Yes,Yes,Yes,Yes,Yes,Yes,"15050 IMPERIAL HWY, LA MIRADA, CA, 90638",True,33.917103,-118.010315
57274,WOODLAND HEALTHCARE HOME HEALTH,5304062900,Yes,Yes,Yes,Yes,Yes,Yes,"480 ROLLINGSTONE DR, STEAMBOAT SPRINGS, CO, 80487",True,40.46556,-106.82225
57276,JOHN MUIR HOME HEALTH SERVICES,9256742560,Yes,Yes,Yes,Yes,Yes,Yes,"101 COLE AVENUE, BISBEE, AZ, 85603",True,31.417145,-109.88325
57278,ADVENTIST HEALTH HOME CARE SERVICES,2093333131,Yes,Yes,Yes,No,Yes,Yes,"585 NORTH MARY AVENUE, SUNNYVALE, CA, 94085",True,37.392773,-122.037254
57368,WILSHIRE HOME HEALTH,8057828600,Yes,Yes,Yes,Yes,Yes,Yes,"701 PARK AVENUE, LAS ANIMAS, CO, 81054",False,,
57407,KAISER FOUNDATION HOSPITAL HOME HEALTH  SANTA ROSA,7075665488,Yes,Yes,Yes,Yes,Yes,Yes,"18001 NORTH 79TH AVENUE, GLENDALE, AZ, 85308",True,33.646942,-112.229935
57412,ESKATON HOME HEALTHCARE,9165363750,Yes,Yes,Yes,Yes,Yes,Yes,"7920 ALTA SUNRISE DRIVE, CITRUS HEIGHTS, CA, 95610",True,38.66678,-121.2717
57413,MANAGED HOMECARE INC,9513410782,Yes,Yes,Yes,Yes,Yes,Yes,"8900 INDEPENDENCE WAY, ALAMOSA, CO, 81101",False,,
57415,UNI CARE HOME CARE INC,7603449180,Yes,Yes,No,Yes,Yes,Yes,"2411 WEST ROSE GARDEN LANE, PHOENIX, AZ, 85027",True,33.676514,-112.11061
57422,"LIVINGSTONE HOME HEALTH SERVICES, INC",7149946329,Yes,Yes,Yes,Yes,Yes,Yes,"10875 PIONEER TRAIL, TRUCKEE, CA, 96161",False,,
57426,HOLISTIC APPROACH INC,2099567050,Yes,Yes,Yes,No,Yes,Yes,"18 SCHOOL RD STE 225, FRISCO, CO, 80443",True,39.581955,-106.09181
57427,SUTTER COAST HOME CARE,7074648511,Yes,Yes,Yes,No,Yes,Yes,"1380 SOUTH CASTLE DOME AVENUE, YUMA, AZ, 85365",True,32.70197,-114.60742
57433,CONCISE HOME HEALTH SERVICES,3232945189,Yes,Yes,Yes,Yes,Yes,Yes,"3220 S HIGUERA ST STE 101, SAN LUIS OBISPO, CA, 93401",False,,
57445,ACCREDITED HOME HEALTH SERVICES,8189861234,Yes,Yes,Yes,Yes,Yes,Yes,"501 S CHERRY STREET #700, DENVER, CO, 80246",True,39.707222,-104.9334
57447,RELIANCE HOME HEALTH SERVICES,5626308783,Yes,Yes,Yes,Yes,Yes,Yes,"1626 SOUTH EDWARD DRIVE, TEMPE, AZ, 85281",True,33.411022,-111.967575
57448,ADVENTIST HEALTH HOME CARE SERVICES,5306737100,Yes,Yes,Yes,Yes,Yes,Yes,"1425 VISTA WAY, RED BLUFF, CA, 96080",True,40.153698,-122.24538
57449,KINDRED AT HOME,9252466000,Yes,Yes,Yes,Yes,Yes,Yes,"3680 SOUTH GALAPAGO STREET #102, ENGLEWOOD, CO, 80110",False,,
57456,PARAMOUNT HOME CARE,7149941250,Yes,Yes,Yes,Yes,Yes,Yes,"1725 EAST OSBORN ROAD, PHOENIX, AZ, 85016",True,33.487484,-112.045296
57470,COSMOPOLITAN HEALTHCARE INC,8188883385,Yes,Yes,Yes,Yes,Yes,Yes,"509 W WEBER AVE, STOCKTON, CA, 95203",True,37.95466,-121.28465
57477,ADVENTIST HEALTH HOME CARE SERVICES,5595853425,Yes,Yes,Yes,Yes,Yes,Yes,"1385 S COLORADO BLVD SUITE 222, DENVER, CO, 80222",True,39.69146,-104.94074
57483,TOTAL CARE NURSING SERVICES,2133801399,Yes,Yes,Yes,Yes,Yes,Yes,"4745 NORTH 7TH STREET, PHOENIX, AZ, 85014",True,33.505318,-112.06502
57494,REDLANDS COMMUNITY HOSP H C,9093355647,Yes,Yes,Yes,Yes,Yes,Yes,"5105 E DAKOTA AVE, FRESNO, CA, 93727",True,36.78674,-119.72239
57495,ERA HOME HEALTH SERVICES CORPORATION,6263322581,Yes,Yes,Yes,Yes,Yes,Yes,"3081 BERGEN PEAK DRIVE, EVERGREEN, CO, 80439",False,,
57497,PRIME NURSING SERVICES,2133809991,Yes,Yes,Yes,Yes,Yes,Yes,"7000 NORTH 16TH STREET, PHOENIX, AZ, 85020",True,33.538307,-112.047485
57503,TRI-CITY HOME CARE,7609405800,Yes,Yes,Yes,Yes,Yes,Yes,"4520 BUSINESS CENTER DRIVE, FAIRFIELD, CA, 94534",True,38.222427,-122.13387
57505,PALOMAR HOME HEALTH SERVICES,4422813800,Yes,Yes,Yes,Yes,Yes,Yes,"1675 RANGE STREET, BOULDER, CO, 80301",True,40.01666,-105.23009
57517,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",9256590059,Yes,Yes,Yes,Yes,Yes,Yes,"2980 NORTH CAMPBELL AVENUE, TUCSON, AZ, 85719",True,32.26076,-110.94382
